Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Reason),Custom field (Request Type),Custom field (Score),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Team Id,Team Name,Custom field (Test Level),Custom field (Test Steps),Custom field (Testcase Result),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent summary,Status Category,Status Category Changed
MU23 - Update User Profile - Email already in use,N1NJS1804-182,10521,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,26/Jun/24 8:00 AM,29/Jun/24 10:12 AM,19/Jul/24 9:41 PM,,,0,Email already in use,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-110,,,,,,,26/Jun/24 8:11 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;Ảnh chụp màn hình 2024-06-26 075746.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10044,,,,,,,"Message ""Email already in use"" is not showed",,,,,,{},,N1NJS1804-1,Manage User,,,"Show message ""Email already in use""",,purple,,,0|i000j3:,,,,,Set Up,,,,,,,,,Unit,"Step 1: Select the Email field
Step 2: Enter new email
Step 3: Click ""Submit""",Pass,,,,,10000,Manage User,To Do,26/Jun/24 11:20 AM
MU22 - Update User Profile - User not found,N1NJS1804-181,10520,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,26/Jun/24 7:46 AM,26/Jun/24 11:26 AM,29/Jun/24 9:24 AM,,,0,User not found,,Doan Dinh Quang Truong (K17 HCM),712020:a716a215-180f-41ff-98d2-f126f6fe9568,,,,,,,,,,,,,,,,,,,,,N1NJS1804-110,,,,,,,26/Jun/24 7:58 AM;712020:a716a215-180f-41ff-98d2-f126f6fe9568;Ảnh chụp màn hình 2024-06-26 075645.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10043,,,,,,,Result is not null and result is false.,,,,,,{},,N1NJS1804-1,Manage User,,,Result is not null and result is false.,,purple,,,0|i000iv:,,,,,Set Up,,,,,,,,,Unit,"1.Arrange:
-Mock DbminiCapstoneContext.
-Define a valid Account.
-Set up mock DbSet<Account> to return mock data.
-Create AccountRepository instance with mocks.
2.Act:
-Call UpdateProfile with Account ID.
3. Assert:
-Verify result is not null and result is false.",Pass,,,,,10000,Manage User,To Do,26/Jun/24 11:20 AM
CP07 - Verify Change Password - Successful Submission,N1NJS1804-176,10515,Bug,Open,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,25/Jun/24 8:14 PM,19/Jul/24 9:37 PM,19/Jul/24 9:41 PM,,,0,"# Nhập mật khẩu hợp lệ vào ô ""Mật khẩu cũ"".
# Nhập mật khẩu mới hợp lệ (8 ký tự trở lên) vào ô ""Mật khẩu mới"".
# Nhập cùng mật khẩu mới hợp lệ vào ô ""Nhập lại mật khẩu"".
# Gửi biểu mẫu.","

!24.png|width=1151,height=606,alt=""24.png""!",,,,,,,,,,,,,,,,,,,,,,,N1NJS1804-188,,,,,,,25/Jun/24 8:17 PM;712020:48b45bd8-7be5-4939-be5d-de0730b29b37;24.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10038,26/Jun/24 11:56 AM;712020:48b45bd8-7be5-4939-be5d-de0730b29b37;image-20240626-045642.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10058,,,,,,Message: 'Đổi mật khẩu thành công',,,,,,{},,N1NJS1804-1,Manage User,,,Message: 'Đổi mật khẩu thành công',,,,,0|i000wi:x,,,,,Set Up,,,,,,,a64eec8d-d097-4e16-b922-2bcf99c42580,N1NJS1804,Unit,"Nhập mật khẩu hợp lệ vào ô ""Mật khẩu cũ"".

Nhập mật khẩu mới hợp lệ (8 ký tự trở lên) vào ô ""Mật khẩu mới"".

Nhập cùng mật khẩu mới hợp lệ vào ô ""Nhập lại mật khẩu"".

Gửi biểu mẫu.",Skip,,,,,10000,Manage User,To Do,25/Jun/24 8:14 PM
CP06 - Verify Change Password - Re-enter password required,N1NJS1804-175,10514,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,25/Jun/24 8:02 PM,19/Jul/24 9:37 PM,19/Jul/24 9:41 PM,,,0,"Step 1*:* Bỏ trống trường 'Nhập lại mật khẩu'

Step 2: Bấm lưu",,,,,,,,,,,,,,,,,,,,,,,,N1NJS1804-188,,,,,,,25/Jun/24 8:00 PM;712020:48b45bd8-7be5-4939-be5d-de0730b29b37;23.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10036,,,,,,,Show message 'Mật khẩu là bắt buộc',,,,,,{},,N1NJS1804-1,Manage User,,,Show message 'Mật khẩu là bắt buộc',,,,,0|i000wi:v,,,,,Set Up,,,,,,,a64eec8d-d097-4e16-b922-2bcf99c42580,N1NJS1804,Unit,"Step 1: Bỏ trống trường 'Nhập lại mật khẩu'

Step 2: Bấm lưu",Pass,,,,,10000,Manage User,To Do,26/Jun/24 11:27 AM
CP05 - Verify Change Password - Re-enter password does not match,N1NJS1804-174,10513,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,25/Jun/24 7:56 PM,19/Jul/24 9:37 PM,19/Jul/24 9:41 PM,,,0,"Step 1*:* Nhập vào trường mật khẩu mới

Step 2: Nhập vào trường ' Nhập lại mật khẩu' khác với trường ' mật khẩu mới '

Step 3: Bấm lưu",,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,,,,,,,,,,,,,,,,,,,,,N1NJS1804-188,,,,,,,25/Jun/24 7:55 PM;712020:48b45bd8-7be5-4939-be5d-de0730b29b37;22.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10035,,,,,,,"Message: ""Nhập lại mật khẩu không khớp """,,,,,,{},,N1NJS1804-1,Manage User,,,"Message: ""Nhập lại mật khẩu không khớp """,,,,,0|i000wi:r,,,,,Set Up,,,,,,,,,Unit,"Step 1: Nhập vào trường mật khẩu mới

Step 2: Nhập vào trường ' Nhập lại mật khẩu' khác với trường ' mật khẩu '

Step 3: Bấm lưu",Pass,,,,,10000,Manage User,To Do,26/Jun/24 11:27 AM
CP04 - Verify Change Password - New password must be different from old password,N1NJS1804-173,10512,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,25/Jun/24 7:50 PM,19/Jul/24 9:37 PM,19/Jul/24 9:41 PM,,,0,"Step 1*:* Nhập mật khẩu cũ

Step 2: Nhập mật khẩu mới giống mật khẩu cũ 

Step 2: Bấm lưu",,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,,,,,,,,,,,,,,,,,,,,,N1NJS1804-188,,,,,,,25/Jun/24 7:49 PM;712020:48b45bd8-7be5-4939-be5d-de0730b29b37;21.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10034,,,,,,,Không có Message,,,,,,{},,N1NJS1804-1,Manage User,,,"Message: ""Nhập mật khẩu mới không được trùng mật khẩu cũ """,,,,,0|i000wi:i,,,,,Set Up,,,,,,,a64eec8d-d097-4e16-b922-2bcf99c42580,N1NJS1804,Unit,"Step 1: Nhập mật khẩu cũ

Step 2: Nhập mật khẩu mới giống mật khẩu cũ 

Step 2: Bấm lưu",Fail,,,,,10000,Manage User,To Do,26/Jun/24 11:26 AM
CP03 - Verify Change Password - New password cannot be empty,N1NJS1804-172,10511,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,25/Jun/24 7:35 PM,19/Jul/24 9:37 PM,19/Jul/24 9:41 PM,,,0,"Step 1*:* Bỏ trống trường mật khẩu mới

Step 2: Bấm lưu ",,,,,,,,,,,,,,,,,,,,,,,,N1NJS1804-188,,,,,,,25/Jun/24 7:35 PM;712020:48b45bd8-7be5-4939-be5d-de0730b29b37;mu20.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10033,,,,,,,Show message 'Mật Khẩu là bắt buộc',,,,,,{},,N1NJS1804-1,Manage User,,,Show message 'Mật Khẩu là bắt buộc',,,,,0|i000wi:,,,,,Set Up,,,,,,,a64eec8d-d097-4e16-b922-2bcf99c42580,N1NJS1804,Unit,"Step 1: Bỏ trống trường mật khẩu mới 
Step 2: Bấm lưu",Pass,,,,,10000,Manage User,To Do,26/Jun/24 11:26 AM
CP02 - Verify Change Password - Length from 6-160 characters,N1NJS1804-171,10510,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,25/Jun/24 7:29 PM,19/Jul/24 9:37 PM,19/Jul/24 9:41 PM,,,0,"Step 1: Nhập 3 kí tự bất kì vào trường mật khẩu cũ 

Step 2: Bấm lưu",,,,,,,,,,,,,,,,,,,,,,,,N1NJS1804-188,,,,,,,25/Jun/24 7:27 PM;712020:48b45bd8-7be5-4939-be5d-de0730b29b37;mu19.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10032,,,,,,,Show message 'Độ dài từ 6-160 ký tự',,,,,,{},,N1NJS1804-1,Manage User,,,Show message 'Độ dài từ 6-160 ký tự',,,,,0|i000wh:,,,,,Set Up,,,,,,,a64eec8d-d097-4e16-b922-2bcf99c42580,N1NJS1804,Unit,"Step 1: Nhập 3 kí tự bất kì vào trường mật khẩu cũ 

Step 2: Bấm lưu",Pass,,,,,10000,Manage User,To Do,26/Jun/24 11:25 AM
CP01 - Verify Change Password - Current password cannot be empty,N1NJS1804-170,10509,Testcase,To Do,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,Lê Phước Lộc,712020:48b45bd8-7be5-4939-be5d-de0730b29b37,25/Jun/24 7:24 PM,19/Jul/24 9:37 PM,15/Jul/24 10:24 PM,,,0,"Step 1*:* Để trống trường mật khẩu cũ 

Step 2: Bấm lưu ",,,,,,,,,,,,,,,,,,,,,,,,N1NJS1804-1,N1NJS1804-188,,,,,,25/Jun/24 7:24 PM;712020:48b45bd8-7be5-4939-be5d-de0730b29b37;Screenshot 2024-06-25 192140.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10031,,,,,,,Show message 'Mật Khẩu là bắt buộc',,,,,,{},,N1NJS1804-1,Manage User,,,Show message 'Mật Khẩu là bắt buộc',,,,,0|i000wf:,,,,,Set Up,,,,,,,a64eec8d-d097-4e16-b922-2bcf99c42580,N1NJS1804,Unit,"Step 1: Để trống trường mật khẩu cũ 

Step 2: Bấm lưu",Pass,,,,,10000,Manage User,To Do,26/Jun/24 11:24 AM
MU18 - Verify Register - Date of birth can't input day in the future,N1NJS1804-169,10508,Testcase,Done,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,Done,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,25/Jun/24 1:32 PM,16/Jul/24 11:45 PM,29/Jun/24 8:05 AM,16/Jul/24 11:45 PM,,0,Phone can't contain leters,,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,,,,,,,,,,,,,,,,,,,,,N1NJS1804-107,,,,N1NJS1804-192,,N1NJS1804-168,25/Jun/24 1:35 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;Screenshot 2024-06-25 133405.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10030,26/Jun/24 2:49 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;z5575694485577_8ad96f634303bae68431ef0b6ca3ae8e.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10077,,,,,,Message 'Hãy chọn một ngày trong quá khứ' showed,,,,,,{},,N1NJS1804-1,Manage User,,,Show message 'Số điện thoại là bắt buộc',,,,,0|i000g7:,,,,,Set Up,,,,,,,,,Unit,Step1: Select day in the future,Pass,,,,10000_*:*_2_*:*_1772384018_*|*_10001_*:*_2_*:*_78821864,10000,Manage User,Done,16/Jul/24 11:45 PM
MU17 - Verify Register - Phone can't contain leters,N1NJS1804-168,10507,Testcase,Done,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,Done,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,25/Jun/24 1:30 PM,16/Jul/24 11:45 PM,19/Jul/24 9:41 PM,16/Jul/24 11:45 PM,,0,Phone can't contain leters,,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,,,,,,,,,,,,,,,,,,,,,N1NJS1804-107,,,,N1NJS1804-169,,N1NJS1804-167,25/Jun/24 1:32 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;Screenshot 2024-06-25 133219.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10029,,,,,,,Can't input letters,,,,,,{},,N1NJS1804-1,Manage User,,,Can't input letters,,,,,0|i000fz:,,,,,Set Up,,,,,,,,,Unit,"Step 1: Choose phone input field
Step 2: Input letters",Pass,,,,10000_*:*_2_*:*_1772332602_*|*_10001_*:*_2_*:*_78979468,10000,Manage User,Done,16/Jul/24 11:45 PM
MU16 - Verify Register - Phone can't be blank,N1NJS1804-167,10506,Testcase,Done,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,Done,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,25/Jun/24 1:28 PM,16/Jul/24 11:45 PM,19/Jul/24 9:41 PM,16/Jul/24 11:45 PM,,0,Phone can't be blank,,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,,,,,,,,,,,,,,,,,,,,,N1NJS1804-107,,,,N1NJS1804-168,,N1NJS1804-166,25/Jun/24 1:30 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;Screenshot 2024-06-25 131053.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10028,26/Jun/24 2:49 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;z5575694485577_8ad96f634303bae68431ef0b6ca3ae8e.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10076,,,,,,Message 'Số điện thoại là bắt buộc' showed,,,,,,{},,N1NJS1804-1,Manage User,,,Show message 'Số điện thoại là bắt buộc',,,,,0|i000fr:,,,,,Set Up,,,,,,,,,Unit,"Step 1: Choose phone input field

Step 2: Press enter on keyboard",Pass,,,,10000_*:*_2_*:*_1772355949_*|*_10001_*:*_2_*:*_79070911,10000,Manage User,Done,16/Jul/24 11:45 PM
MU15 - Verify Register - Confirm password must be match with password,N1NJS1804-166,10505,Testcase,Done,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,Done,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,25/Jun/24 1:23 PM,16/Jul/24 11:45 PM,19/Jul/24 9:41 PM,16/Jul/24 11:45 PM,,0,Password can't contain space,,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,,,,,,,,,,,,,,,,,,,,,N1NJS1804-107,,,,N1NJS1804-167,,N1NJS1804-164,26/Jun/24 2:49 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;z5575694485577_8ad96f634303bae68431ef0b6ca3ae8e.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10075,,,,,,,Message 'Nhập lại mật khẩu không khớp' showed,,,,,,{},,N1NJS1804-1,Manage User,,,Show message 'Nhập lại mật khẩu không khớp',,,,,0|i000fj:,,,,,Set Up,,,,,,,,,Unit,"Step 1: Choose password input field
Step 2: Input at least 6 spaces
Step 3: Choose confirm password input field
Step 4: Input another password 
Step 5: Press enter on keyboard",Pass,,,,1_*:*_1_*:*_260854_*|*_10000_*:*_2_*:*_1772239902_*|*_10001_*:*_2_*:*_79239295,10000,Manage User,Done,16/Jul/24 11:45 PM
MU14 - Verify Register - Confirm password can't be blank,N1NJS1804-165,10504,Testcase,Done,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,Done,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,25/Jun/24 1:21 PM,16/Jul/24 11:45 PM,19/Jul/24 9:41 PM,16/Jul/24 11:45 PM,,0,Password can't be blank,,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,,,,,,,,,,,,,,,,,,,,,N1NJS1804-107,,,,,,N1NJS1804-162,25/Jun/24 1:21 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;Screenshot 2024-06-25 131053.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10027,,,,,,,Message 'Xác nhận mật khẩu là bắt buộc' showed,,,,,,{},,N1NJS1804-1,Manage User,,,Show message 'Xác nhận mật khẩu là bắt buộc',,,,,0|i000fb:,,,,,Set Up,,,,,,,,,Unit,"Step 1: Choose confirm password input field
Step 2: Press enter on keyboard",Pass,,,,10000_*:*_2_*:*_1772614887_*|*_10001_*:*_2_*:*_79227344,10000,Manage User,Done,16/Jul/24 11:45 PM
MU13 - Verify Register - Password can't contain space,N1NJS1804-164,10503,Bug,Open,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,25/Jun/24 1:20 PM,26/Jun/24 2:49 PM,19/Jul/24 9:41 PM,,,0,Password can't contain space,,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,,,,,,,,,,,,,,,,,,,,,N1NJS1804-107,,,,N1NJS1804-166,,N1NJS1804-156,25/Jun/24 1:20 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;Screenshot 2024-06-25 132034.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10026,26/Jun/24 2:49 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;z5575694485577_8ad96f634303bae68431ef0b6ca3ae8e.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10074,,,,,,No message showed,,,,,,{},,N1NJS1804-1,Manage User,,,Show message 'Không chứa khoảng trống',,,,,0|i000f3:,,,,,Set Up,,,,,,,,,Unit,"Step 1: Choose password input field
Step 2: Input at least 6 spaces
Step 3:Press enter on keyboard",Fail,,,,,10000,Manage User,To Do,25/Jun/24 1:20 PM
MU12 - Verify Register - Show password when click button,N1NJS1804-163,10502,Bug,Open,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,25/Jun/24 1:16 PM,26/Jun/24 11:44 AM,29/Jun/24 8:05 AM,,,0,Password can't be blank,,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,,,,,,,,,,,,,,,,,,,,,N1NJS1804-107,,,,,,N1NJS1804-162,25/Jun/24 1:19 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;Screenshot 2024-06-25 131859.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10025,,,,,,,Not show password,,,,,,{},,N1NJS1804-1,Manage User,,,Show password,,,,,0|i000ev:,,,,,Set Up,,,,,,,,,Unit,"Step 1: Choose password input field
Step 2: Input at least 6 characters
Step 3: Click button in password field",Fail,,,,,10000,Manage User,To Do,25/Jun/24 1:16 PM
MU11 - Verify Register - Password can't be blank,N1NJS1804-162,10501,Testcase,Done,N1NJS1804,N1_NJS1804_SWP,software,Le Minh Tri (K17 HCM),712020:b591ae51-1327-4e5a-92a3-cb4ff9ff0d88,,,Medium,Done,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,25/Jun/24 1:14 PM,16/Jul/24 11:45 PM,26/Jun/24 4:16 PM,16/Jul/24 11:45 PM,,0,Password can't be blank,,Le Thanh Tai (K17 HCM),712020:b66d4001-2f42-4720-8145-467eb33b755e,,,,,,,,,,,,,,,,,,,,,N1NJS1804-107,,,,N1NJS1804-163,N1NJS1804-165,N1NJS1804-161,25/Jun/24 1:16 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;Screenshot 2024-06-25 131053.png;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10024,26/Jun/24 2:49 PM;712020:b66d4001-2f42-4720-8145-467eb33b755e;z5575694485577_8ad96f634303bae68431ef0b6ca3ae8e.jpg;https://leminhtri1892003.atlassian.net/rest/api/3/attachment/content/10073,,,,,,Message 'Mật khẩu là bắt buộc' showed,,,,,,{},,N1NJS1804-1,Manage User,,,Show message 'Mật khẩu là bắt buộc',,,,,0|i000en:,,,,,Set Up,,,,,,,,,Unit,"Step 1: Choose password input field
Step 2: Press enter on keyboard",Pass,,,,10000_*:*_2_*:*_1772313715_*|*_10001_*:*_2_*:*_79923362,10000,Manage User,Done,16/Jul/24 11:45 PM
